
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1428625469005



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: separatebeastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/swine/HA_H3/plugins
Read alignment: alignment
  Sequences = 57
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = (((((((((((2003A/swine/Italy/268086/2003|EU982298|2003.,2006A/swine/Italy/66945/2006|EU037014|2006.),1999A/swine/Bakum/8602/99|EF409250|1999.),(1999A/swine/HongKong/5190/99|AY363519|1999.,2000A/swine/Italy/9181/2000|DQ975266|2000.)),2005A/swine/Italy/30574/2005|EU045372|2005.),(1994A/Swine/Italy/25823/94|AF213903|1994.,2004A/swine/Spain/54008/2004|CY010564|2004.)),((((1991A/Swine/Netherlands/784/91|AF092057|1991.,1995A/swine/Germany/Vi3161/95|AM920723|1995.),(1992A/swine/Italy/1188/1992|DQ975258|1992.,1993A/Swine/Netherlands/849/93|AF092054|1993.)),1983A/swine/Italy/309/1983|X73489|1983.),1987A/swine/Italy/635/1987|X73491|1987.)),((((2001A/swine/Spain/33601/2001|CY009372|2001.,2002A/swine/Spain/42386/2002|CY020501|2002.),2003A/swine/Nordkirchen/IDT1993/2003|EU924271|2003.247),1997A/swine/Germany/SEC27/97|AM920733|1997.),2007A/swine/Italy/10659-1/2007|EU982295|2007.)),((((2001A/swine/Italy/7680/2001|EU045365|2001.,2002A/swine/Spain/39139/2002|CY009380|2002.),1987A/swine/Italy/636/87|AJ293928|1987.),2004A/swine/Italy/297576/2004|EU045371|2004.),1988A/swine/Italy/729/1988|DQ975256|1988.)),(((((((1995A/swine/Italy/1380-2/1995|DQ975260|1995.,2003A/swine/Bissendorf/IDT1864/2003|GQ161170|2003.211),1998A/swine/Italy/1510/98|AJ293932|1998.),1985A/swine/Italy/520/85|X73490|1985.),1996A/swine/Italy/1477/96|AJ293931|1996.),1992A/swine/Italy/1243/92|AJ293929|1992.),(1993A/Swine/Netherlands/L2/93|AF092056|1993.,2000A/swine/HongKong/7982/00|AY363522|2000.)),1997A/swine/Lohne/1/97|EF409249|1997.)),((((((1992A/swine/IDT/Re220/92|AY701752|1992.,1998A/swine/Flanders/1/1998|FJ842116|1998.),1996A/Swine/Oedenrode/7C/96|AF092053|1996.),2006A/swine/Italy/79604/2006|EU045374|2006.),1994A/Swine/Belgium/231/94|AF092055|1994.),1985A/Swine/Utrecht/4/85|AF092058|1985.),(((((1994A/swine/Finistere/510/94|AJ311511|1994.,1998A/swine/Italy/9264/1998|EU045360|1998.),1997A/Swine/Breugel/97|AF092052|1997.),1999A/swine/HongKong/5200/99|AY363520|1999.),(1987A/swine/Italy/630/1987|DQ975255|1987.,2004A/swine/Italy/58356/2004|EU045368|2004.)),(1984A/swine/CotedArmor/3633/84|AJ293933|1984.,2002A/swine/Germany/S043/2002|AM920742|2002.)))),(((((1993A/swine/Bakum/909/93|AJ252130|1993.,2001A/swine/HongKong/9745/01|AY363524|2001.),(2000A/swine/Italy/1962-1/2000|DQ975265|2000.,2007A/swine/Hungary/13509/2007|FJ798772|2007.581)),1984A/Swine/Brabant/84|AF092059|1984.),((1995A/swine/Belgium/87/95|AJ293927|1995.,2007A/swine/Italy/50127/2007|EU982296|2007.),(1996A/swine/Jena/5/1996|EF409248|1996.,2006A/swine/Italy/114347/2006|EU045376|2006.))),1984A/swine/Ukkel/1/1984|M73775|1984.))
  tree height = 1171.6896269136032
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Apr 09 17:24:29 PDT 2015 [seed=1428625469005]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
13610000	-4463.8716  	-189.9586   	-4273.9130  	31.4592     	3.88444E-3  	0.45 hours/million states
13611000	-4469.0105  	-188.8802   	-4280.1303  	29.5210     	4.2185E-3   	0.45 hours/million states
13612000	-4477.6060  	-186.5911   	-4291.0149  	28.4149     	4.33637E-3  	0.45 hours/million states
13613000	-4479.5000  	-183.9328   	-4295.5671  	30.6751     	4.41507E-3  	0.45 hours/million states
13614000	-4488.0675  	-190.5275   	-4297.5401  	33.6704     	3.63248E-3  	0.45 hours/million states
13615000	-4469.6211  	-192.0268   	-4277.5943  	29.5551     	3.89382E-3  	0.45 hours/million states
13616000	-4472.1608  	-191.5124   	-4280.6484  	30.3080     	4.20794E-3  	0.45 hours/million states
13617000	-4473.5433  	-189.9778   	-4283.5655  	30.0669     	4.05546E-3  	0.45 hours/million states
13618000	-4483.5265  	-190.1153   	-4293.4113  	32.1660     	4.19496E-3  	0.45 hours/million states
13619000	-4480.8579  	-197.6303   	-4283.2276  	32.0087     	3.8071E-3   	0.45 hours/million states
13620000	-4486.2941  	-202.0651   	-4284.2290  	36.4402     	3.17547E-3  	0.45 hours/million states
13621000	-4481.0782  	-197.2656   	-4283.8126  	33.3722     	3.50058E-3  	0.45 hours/million states
13622000	-4470.6135  	-193.4083   	-4277.2052  	32.5446     	3.76861E-3  	0.45 hours/million states
13623000	-4490.8555  	-189.6443   	-4301.2112  	32.3646     	4.15586E-3  	0.45 hours/million states
13624000	-4472.1430  	-191.9278   	-4280.2152  	28.7581     	4.04556E-3  	0.45 hours/million states
13625000	-4483.7666  	-200.6124   	-4283.1543  	31.1822     	3.69321E-3  	0.45 hours/million states
13626000	-4480.9146  	-202.5245   	-4278.3901  	32.3857     	3.74493E-3  	0.45 hours/million states
13627000	-4489.5767  	-194.8294   	-4294.7472  	32.5060     	3.73283E-3  	0.45 hours/million states
13628000	-4470.8425  	-195.6788   	-4275.1637  	31.6930     	3.5962E-3   	0.45 hours/million states
13629000	-4481.4415  	-199.2082   	-4282.2334  	32.6336     	3.93063E-3  	0.45 hours/million states
13630000	-4477.9083  	-203.0901   	-4274.8182  	31.2702     	3.63698E-3  	0.45 hours/million states
13631000	-4476.5561  	-195.2121   	-4281.3440  	32.0545     	4.0294E-3   	0.45 hours/million states
13632000	-4470.5667  	-197.4705   	-4273.0962  	31.9266     	3.96567E-3  	0.45 hours/million states
13633000	-4475.2295  	-202.0438   	-4273.1857  	30.0504     	3.97661E-3  	0.45 hours/million states
13634000	-4476.8130  	-201.5111   	-4275.3020  	33.8673     	4.0147E-3   	0.45 hours/million states
13635000	-4486.5891  	-201.3835   	-4285.2056  	34.9430     	3.68598E-3  	0.45 hours/million states
13636000	-4495.9253  	-198.9374   	-4296.9879  	31.4630     	4.06165E-3  	0.45 hours/million states
13637000	-4477.7849  	-199.7702   	-4278.0147  	31.6086     	3.6239E-3   	0.45 hours/million states
13638000	-4484.7373  	-200.0049   	-4284.7324  	31.5226     	3.90469E-3  	0.45 hours/million states
13639000	-4476.1046  	-195.9274   	-4280.1772  	33.1442     	3.85809E-3  	0.45 hours/million states
13640000	-4471.2023  	-196.6655   	-4274.5369  	32.8446     	3.98707E-3  	0.45 hours/million states
13641000	-4470.0628  	-196.6158   	-4273.4470  	30.2891     	3.7573E-3   	0.45 hours/million states
13642000	-4486.4460  	-205.1031   	-4281.3430  	37.2024     	3.66217E-3  	0.45 hours/million states
13643000	-4481.9392  	-199.0560   	-4282.8832  	32.3027     	3.62982E-3  	0.45 hours/million states
13644000	-4481.4370  	-193.7797   	-4287.6573  	30.2334     	4.37934E-3  	0.45 hours/million states
13645000	-4476.1011  	-196.3650   	-4279.7361  	32.4377     	3.45627E-3  	0.45 hours/million states
13646000	-4478.0674  	-201.4868   	-4276.5805  	33.3557     	3.63811E-3  	0.45 hours/million states
13647000	-4483.9164  	-201.4816   	-4282.4348  	35.4228     	3.645E-3    	0.45 hours/million states
13648000	-4484.0321  	-202.1343   	-4281.8978  	31.0590     	3.64604E-3  	0.45 hours/million states
13649000	-4484.1989  	-203.6031   	-4280.5958  	32.0601     	3.5172E-3   	0.45 hours/million states
13650000	-4476.6997  	-197.2293   	-4279.4703  	31.6933     	3.793E-3    	0.45 hours/million states
13651000	-4482.7235  	-198.3187   	-4284.4047  	33.3384     	3.71885E-3  	0.45 hours/million states
13652000	-4484.0661  	-208.6618   	-4275.4042  	34.4051     	3.48573E-3  	0.45 hours/million states
13653000	-4483.3552  	-211.5585   	-4271.7966  	32.3667     	3.44481E-3  	0.45 hours/million states
13654000	-4480.2041  	-208.9636   	-4271.2405  	32.4279     	3.48886E-3  	0.45 hours/million states
13655000	-4485.1807  	-205.5547   	-4279.6259  	30.4622     	3.72535E-3  	0.45 hours/million states
13656000	-4474.7194  	-197.6347   	-4277.0847  	31.9506     	3.89266E-3  	0.45 hours/million states
13657000	-4470.1103  	-187.4824   	-4282.6280  	29.8987     	4.27925E-3  	0.45 hours/million states
13658000	-4485.5359  	-191.1635   	-4294.3724  	31.2153     	3.75741E-3  	0.45 hours/million states
13659000	-4488.7124  	-195.1786   	-4293.5338  	30.6784     	3.85019E-3  	0.45 hours/million states
13660000	-4486.6875  	-200.3578   	-4286.3297  	32.6674     	3.50594E-3  	0.45 hours/million states
13661000	-4485.4017  	-194.5592   	-4290.8425  	30.3852     	3.83482E-3  	0.45 hours/million states
13662000	-4476.7171  	-196.9792   	-4279.7379  	30.1276     	4.09373E-3  	0.45 hours/million states
13663000	-4482.3989  	-200.5677   	-4281.8313  	30.3137     	3.83606E-3  	0.45 hours/million states
13664000	-4492.7090  	-205.4795   	-4287.2295  	33.7516     	3.4188E-3   	0.45 hours/million states
13665000	-4496.2681  	-204.7151   	-4291.5530  	33.8286     	3.22295E-3  	0.45 hours/million states
13666000	-4486.3267  	-198.6331   	-4287.6936  	31.7959     	3.82442E-3  	0.45 hours/million states
13667000	-4479.9035  	-194.9210   	-4284.9825  	32.2611     	3.85766E-3  	0.45 hours/million states
13668000	-4484.6669  	-199.7487   	-4284.9182  	31.5285     	3.94854E-3  	0.45 hours/million states
13669000	-4485.5137  	-206.0670   	-4279.4467  	35.0532     	3.54653E-3  	0.45 hours/million states
13670000	-4489.6072  	-204.3815   	-4285.2258  	34.3179     	3.60148E-3  	0.45 hours/million states
13671000	-4479.4013  	-204.4085   	-4274.9928  	33.5396     	3.28155E-3  	0.45 hours/million states
13672000	-4484.0987  	-202.9797   	-4281.1189  	36.0051     	3.34529E-3  	0.45 hours/million states
13673000	-4482.2572  	-200.1482   	-4282.1090  	34.2864     	3.75759E-3  	0.45 hours/million states
13674000	-4476.8377  	-192.6628   	-4284.1749  	33.2128     	4.16926E-3  	0.45 hours/million states
13675000	-4475.5868  	-194.5655   	-4281.0212  	31.1939     	4.07975E-3  	0.45 hours/million states
13676000	-4470.9538  	-195.4830   	-4275.4708  	32.5128     	3.73195E-3  	0.45 hours/million states
13677000	-4471.2414  	-195.9736   	-4275.2678  	32.6484     	3.98018E-3  	0.45 hours/million states
13678000	-4481.6073  	-190.9265   	-4290.6808  	29.5531     	3.9147E-3   	0.45 hours/million states
13679000	-4480.7084  	-190.5993   	-4290.1091  	30.6439     	3.83231E-3  	0.45 hours/million states
13680000	-4478.1536  	-190.9627   	-4287.1909  	32.0041     	3.91188E-3  	0.45 hours/million states
13681000	-4484.6822  	-193.1965   	-4291.4857  	29.7009     	4.2363E-3   	0.45 hours/million states
13682000	-4488.2824  	-198.3175   	-4289.9650  	30.9569     	3.77154E-3  	0.45 hours/million states
13683000	-4486.3150  	-198.2927   	-4288.0223  	32.0498     	3.95724E-3  	0.45 hours/million states
13684000	-4488.9289  	-205.7010   	-4283.2279  	32.7950     	3.6246E-3   	0.45 hours/million states
13685000	-4483.0265  	-200.7093   	-4282.3172  	32.2172     	3.41006E-3  	0.45 hours/million states
13686000	-4481.2341  	-206.7209   	-4274.5132  	32.0045     	3.59991E-3  	0.45 hours/million states
13687000	-4486.3345  	-195.1433   	-4291.1912  	32.6549     	4.28511E-3  	0.45 hours/million states
13688000	-4473.3755  	-191.8082   	-4281.5673  	30.6052     	4.19788E-3  	0.45 hours/million states
13689000	-4469.1652  	-193.6721   	-4275.4931  	29.7726     	4.06992E-3  	0.45 hours/million states
13690000	-4478.8513  	-191.4345   	-4287.4168  	30.1703     	3.98618E-3  	0.45 hours/million states
13691000	-4474.2031  	-190.2317   	-4283.9714  	29.3270     	4.45805E-3  	0.45 hours/million states
13692000	-4477.6379  	-194.9511   	-4282.6868  	31.0572     	3.88964E-3  	0.45 hours/million states
13693000	-4475.7089  	-189.0421   	-4286.6669  	31.5699     	3.83373E-3  	0.45 hours/million states
13694000	-4487.8758  	-197.2472   	-4290.6286  	31.8632     	3.63534E-3  	0.45 hours/million states
13695000	-4478.0195  	-198.7822   	-4279.2373  	34.2263     	3.60912E-3  	0.45 hours/million states
13696000	-4474.1154  	-191.5700   	-4282.5453  	32.9402     	3.92118E-3  	0.45 hours/million states
13697000	-4475.2984  	-198.1319   	-4277.1665  	33.8157     	3.524E-3    	0.45 hours/million states
13698000	-4479.3883  	-195.2265   	-4284.1618  	32.0254     	3.90795E-3  	0.45 hours/million states
13699000	-4482.6172  	-205.7685   	-4276.8487  	30.3402     	3.87985E-3  	0.45 hours/million states
13700000	-4481.6542  	-202.1597   	-4279.4945  	30.9434     	3.35066E-3  	0.45 hours/million states
13701000	-4492.6137  	-200.5216   	-4292.0921  	30.5355     	3.45796E-3  	0.45 hours/million states
13702000	-4479.6378  	-197.0061   	-4282.6317  	33.0474     	3.78026E-3  	0.45 hours/million states
13703000	-4485.4058  	-196.1709   	-4289.2349  	32.0668     	3.8928E-3   	0.45 hours/million states
13704000	-4477.0565  	-193.7136   	-4283.3429  	29.0903     	4.05512E-3  	0.45 hours/million states
13705000	-4482.3144  	-202.3022   	-4280.0122  	31.5317     	3.99127E-3  	0.45 hours/million states
13706000	-4475.0793  	-194.9214   	-4280.1580  	31.9808     	3.85058E-3  	0.45 hours/million states
13707000	-4479.4399  	-200.3422   	-4279.0976  	32.4782     	3.84736E-3  	0.45 hours/million states
13708000	-4473.0854  	-193.7676   	-4279.3177  	30.8284     	3.97069E-3  	0.45 hours/million states
13709000	-4482.6046  	-198.0069   	-4284.5977  	29.2272     	4.11309E-3  	0.45 hours/million states
13710000	-4482.3807  	-197.5765   	-4284.8042  	29.4841     	3.55248E-3  	0.45 hours/million states
13711000	-4477.0641  	-200.8716   	-4276.1926  	32.4007     	3.83664E-3  	0.45 hours/million states
13712000	-4474.4472  	-194.8482   	-4279.5990  	32.3866     	3.89972E-3  	0.45 hours/million states
13713000	-4481.6123  	-198.2521   	-4283.3602  	32.5377     	3.73379E-3  	0.45 hours/million states
13714000	-4481.9031  	-192.3278   	-4289.5753  	32.0053     	3.81631E-3  	0.45 hours/million states
13715000	-4482.4275  	-194.0014   	-4288.4261  	33.8127     	3.78884E-3  	0.45 hours/million states
13716000	-4482.5443  	-195.6676   	-4286.8766  	33.6417     	4.07589E-3  	0.45 hours/million states
13717000	-4471.4995  	-196.4778   	-4275.0217  	30.9680     	4.09962E-3  	0.45 hours/million states
13718000	-4470.7435  	-194.1668   	-4276.5767  	31.1219     	3.91423E-3  	0.45 hours/million states
13719000	-4469.2001  	-191.8311   	-4277.3690  	29.7216     	4.08417E-3  	0.45 hours/million states
13720000	-4477.5105  	-194.8374   	-4282.6731  	29.9831     	4.31731E-3  	0.45 hours/million states
13721000	-4473.9927  	-199.4395   	-4274.5532  	31.2456     	3.64724E-3  	0.45 hours/million states
13722000	-4470.7930  	-191.3923   	-4279.4007  	29.7044     	4.05438E-3  	0.45 hours/million states
13723000	-4467.8350  	-193.4352   	-4274.3998  	31.0477     	4.24839E-3  	0.45 hours/million states
13724000	-4481.2109  	-184.9601   	-4296.2508  	29.6862     	4.75088E-3  	0.45 hours/million states
13725000	-4476.2219  	-198.3344   	-4277.8875  	31.1248     	3.86051E-3  	0.45 hours/million states
13726000	-4478.3825  	-200.4602   	-4277.9223  	35.8907     	3.38197E-3  	0.45 hours/million states
13727000	-4482.4105  	-207.8049   	-4274.6056  	33.2346     	3.72128E-3  	0.45 hours/million states
13728000	-4487.0617  	-207.1588   	-4279.9029  	31.9357     	3.48897E-3  	0.45 hours/million states
13729000	-4477.1655  	-199.8877   	-4277.2778  	30.8288     	3.54708E-3  	0.45 hours/million states
13730000	-4475.1430  	-194.7427   	-4280.4003  	32.4348     	3.58477E-3  	0.45 hours/million states
13731000	-4484.3172  	-200.9164   	-4283.4008  	31.3905     	3.55882E-3  	0.45 hours/million states
13732000	-4479.7105  	-202.8033   	-4276.9071  	32.8079     	4.00366E-3  	0.45 hours/million states
13733000	-4483.8436  	-199.9552   	-4283.8884  	32.5939     	3.39434E-3  	0.45 hours/million states
13734000	-4489.4499  	-204.9818   	-4284.4682  	36.0408     	3.53525E-3  	0.45 hours/million states
13735000	-4478.1993  	-188.8149   	-4289.3845  	31.9701     	4.21564E-3  	0.45 hours/million states
13736000	-4490.1008  	-196.4070   	-4293.6938  	31.7975     	3.76958E-3  	0.45 hours/million states
13737000	-4487.5899  	-193.9042   	-4293.6857  	30.1410     	3.87153E-3  	0.45 hours/million states
13738000	-4476.3615  	-195.0681   	-4281.2934  	30.8018     	4.16378E-3  	0.45 hours/million states
13739000	-4478.5386  	-198.3469   	-4280.1916  	31.2446     	3.58122E-3  	0.45 hours/million states
13740000	-4480.4669  	-196.0217   	-4284.4452  	30.8070     	3.6572E-3   	0.45 hours/million states
13741000	-4483.1934  	-201.5131   	-4281.6803  	33.5518     	3.56702E-3  	0.45 hours/million states
13742000	-4479.4855  	-202.3043   	-4277.1812  	35.7431     	3.48048E-3  	0.45 hours/million states
13743000	-4489.0922  	-202.4366   	-4286.6556  	33.2640     	3.32657E-3  	0.45 hours/million states
13744000	-4487.2637  	-203.4030   	-4283.8607  	31.7278     	3.66046E-3  	0.45 hours/million states
13745000	-4477.8234  	-202.8344   	-4274.9890  	29.8898     	3.96241E-3  	0.45 hours/million states
13746000	-4486.0594  	-202.6678   	-4283.3916  	36.3969     	3.76815E-3  	0.45 hours/million states
13747000	-4480.3750  	-198.1836   	-4282.1914  	34.8644     	4.04748E-3  	0.45 hours/million states
13748000	-4483.6659  	-193.6389   	-4290.0270  	34.7317     	3.68641E-3  	0.45 hours/million states
13749000	-4472.7087  	-195.0547   	-4277.6540  	31.5150     	3.92516E-3  	0.45 hours/million states
13750000	-4479.6385  	-200.1871   	-4279.4513  	32.0690     	4.11772E-3  	0.45 hours/million states
13751000	-4480.1322  	-199.0809   	-4281.0514  	33.9654     	3.53671E-3  	0.45 hours/million states
13752000	-4489.4962  	-199.6091   	-4289.8871  	32.3741     	3.33716E-3  	0.45 hours/million states
13753000	-4480.6817  	-198.9417   	-4281.7401  	31.5744     	3.737E-3    	0.45 hours/million states
13754000	-4493.9743  	-204.2286   	-4289.7457  	30.9576     	3.65042E-3  	0.45 hours/million states
13755000	-4484.3691  	-201.8597   	-4282.5093  	31.0596     	3.45599E-3  	0.45 hours/million states
13756000	-4483.2147  	-199.7144   	-4283.5002  	31.7310     	3.67145E-3  	0.45 hours/million states
13757000	-4478.6213  	-191.4648   	-4287.1565  	30.5637     	3.99557E-3  	0.45 hours/million states
13758000	-4468.7049  	-189.6267   	-4279.0782  	32.7553     	4.39489E-3  	0.45 hours/million states
13759000	-4479.3262  	-186.3779   	-4292.9483  	31.2856     	4.02009E-3  	0.45 hours/million states
13760000	-4474.7965  	-186.5554   	-4288.2412  	32.3114     	4.21811E-3  	0.45 hours/million states
13761000	-4481.8816  	-196.9307   	-4284.9509  	30.1305     	4.10028E-3  	0.45 hours/million states
13762000	-4479.7848  	-192.9248   	-4286.8601  	30.0473     	3.89699E-3  	0.45 hours/million states
13763000	-4487.6504  	-196.1230   	-4291.5274  	32.9719     	3.92397E-3  	0.45 hours/million states
13764000	-4489.5077  	-200.0823   	-4289.4254  	32.2177     	3.73801E-3  	0.45 hours/million states
13765000	-4485.5429  	-199.1304   	-4286.4126  	35.4665     	3.74711E-3  	0.45 hours/million states
13766000	-4487.6886  	-200.0184   	-4287.6702  	31.5539     	3.58698E-3  	0.45 hours/million states
13767000	-4488.0162  	-198.6982   	-4289.3180  	32.7316     	3.92742E-3  	0.45 hours/million states
13768000	-4485.0569  	-210.9400   	-4274.1169  	32.6466     	3.48455E-3  	0.45 hours/million states
13769000	-4496.4290  	-207.2581   	-4289.1709  	32.3137     	3.7353E-3   	0.45 hours/million states
13770000	-4482.3022  	-202.8794   	-4279.4227  	32.3710     	3.34999E-3  	0.45 hours/million states
13771000	-4489.2951  	-209.2614   	-4280.0337  	31.9927     	3.41634E-3  	0.45 hours/million states
13772000	-4488.8369  	-203.8038   	-4285.0331  	32.7766     	3.48833E-3  	0.45 hours/million states
13773000	-4492.0935  	-207.3685   	-4284.7250  	34.9401     	3.49953E-3  	0.45 hours/million states
13774000	-4484.8762  	-198.4760   	-4286.4002  	30.1056     	3.69597E-3  	0.45 hours/million states
13775000	-4480.6515  	-197.7967   	-4282.8547  	33.5060     	3.63196E-3  	0.45 hours/million states
13776000	-4477.7723  	-198.8528   	-4278.9195  	32.0841     	3.46517E-3  	0.45 hours/million states
13777000	-4492.9187  	-203.9302   	-4288.9886  	32.0116     	3.60587E-3  	0.45 hours/million states
13778000	-4479.1560  	-203.4701   	-4275.6859  	37.3411     	3.30374E-3  	0.45 hours/million states
13779000	-4484.7046  	-197.5782   	-4287.1263  	32.7595     	3.53311E-3  	0.45 hours/million states
13780000	-4472.5816  	-196.1251   	-4276.4564  	32.8854     	3.81134E-3  	0.45 hours/million states
13781000	-4477.8015  	-193.6660   	-4284.1355  	31.5140     	3.76956E-3  	0.45 hours/million states
13782000	-4478.0971  	-200.1289   	-4277.9682  	32.8907     	3.72078E-3  	0.45 hours/million states
13783000	-4474.1804  	-195.5133   	-4278.6672  	32.2338     	3.90718E-3  	0.45 hours/million states
13784000	-4470.0347  	-196.3316   	-4273.7031  	31.3695     	3.76952E-3  	0.45 hours/million states
13785000	-4476.8359  	-195.5787   	-4281.2572  	33.5098     	3.88509E-3  	0.45 hours/million states
13786000	-4476.5143  	-198.2835   	-4278.2308  	32.0821     	3.41418E-3  	0.45 hours/million states
13787000	-4480.7513  	-197.3276   	-4283.4237  	34.2935     	3.88483E-3  	0.45 hours/million states
13788000	-4473.6607  	-193.5450   	-4280.1157  	33.2940     	3.97501E-3  	0.45 hours/million states
13789000	-4475.9957  	-196.0244   	-4279.9713  	31.8779     	3.83844E-3  	0.45 hours/million states
13790000	-4476.4504  	-203.5890   	-4272.8614  	33.3018     	3.5234E-3   	0.45 hours/million states
13791000	-4495.7710  	-206.1395   	-4289.6314  	35.3794     	3.47221E-3  	0.45 hours/million states
13792000	-4489.8569  	-209.6487   	-4280.2082  	33.6481     	3.29235E-3  	0.45 hours/million states
13793000	-4484.5033  	-205.6663   	-4278.8371  	34.6609     	3.30807E-3  	0.45 hours/million states
13794000	-4494.1426  	-204.7882   	-4289.3544  	32.3909     	3.58124E-3  	0.45 hours/million states
13795000	-4482.6268  	-200.8621   	-4281.7647  	32.0765     	3.67066E-3  	0.45 hours/million states
13796000	-4481.0528  	-203.0275   	-4278.0252  	32.7848     	3.43729E-3  	0.45 hours/million states
13797000	-4490.9809  	-203.6608   	-4287.3201  	35.2880     	3.69103E-3  	0.45 hours/million states
13798000	-4481.8787  	-203.2635   	-4278.6152  	32.2202     	3.80675E-3  	0.45 hours/million states
13799000	-4479.6746  	-202.7702   	-4276.9045  	31.6831     	3.74925E-3  	0.45 hours/million states
13800000	-4485.5876  	-200.5977   	-4284.9899  	33.4384     	3.4494E-3   	0.45 hours/million states
13801000	-4470.3148  	-194.6126   	-4275.7022  	31.9176     	3.94181E-3  	0.45 hours/million states
13802000	-4481.5066  	-193.5514   	-4287.9552  	32.9509     	4.0012E-3   	0.45 hours/million states
13803000	-4485.0049  	-194.5316   	-4290.4733  	32.2055     	3.83861E-3  	0.45 hours/million states
13804000	-4474.8822  	-186.1847   	-4288.6975  	28.8116     	4.67916E-3  	0.45 hours/million states
13805000	-4476.2855  	-186.5521   	-4289.7334  	32.1556     	3.7504E-3   	0.45 hours/million states
13806000	-4473.0048  	-192.6496   	-4280.3552  	31.1912     	4.11037E-3  	0.45 hours/million states
13807000	-4468.2241  	-193.6590   	-4274.5651  	30.6329     	4.187E-3    	0.45 hours/million states
13808000	-4471.8277  	-193.9916   	-4277.8360  	32.2037     	4.26274E-3  	0.45 hours/million states
13809000	-4478.8227  	-188.6005   	-4290.2222  	30.8904     	4.31549E-3  	0.45 hours/million states
13810000	-4481.8390  	-189.8305   	-4292.0085  	29.1405     	4.40619E-3  	0.45 hours/million states
13811000	-4482.9638  	-187.1223   	-4295.8415  	30.6902     	4.07244E-3  	0.45 hours/million states
13812000	-4470.8159  	-190.7492   	-4280.0667  	32.7267     	4.12618E-3  	0.45 hours/million states
13813000	-4476.0297  	-189.2306   	-4286.7991  	31.7077     	4.41721E-3  	0.45 hours/million states
13814000	-4467.9201  	-190.6436   	-4277.2765  	28.7229     	4.10486E-3  	0.45 hours/million states
13815000	-4478.2814  	-195.2154   	-4283.0660  	32.1070     	4.17039E-3  	0.45 hours/million states
13816000	-4478.6447  	-191.7517   	-4286.8929  	30.7361     	3.91479E-3  	0.45 hours/million states
13817000	-4477.2372  	-188.1812   	-4289.0560  	30.4204     	4.05478E-3  	0.45 hours/million states
13818000	-4483.4196  	-192.7935   	-4290.6260  	29.4031     	4.16336E-3  	0.45 hours/million states
13819000	-4482.4649  	-198.3666   	-4284.0983  	30.7529     	3.70742E-3  	0.45 hours/million states
13820000	-4485.1561  	-196.9972   	-4288.1589  	30.6758     	3.57758E-3  	0.45 hours/million states
13821000	-4483.4587  	-204.2729   	-4279.1858  	31.6471     	3.72211E-3  	0.45 hours/million states
13822000	-4483.9524  	-200.0435   	-4283.9089  	29.9314     	3.96398E-3  	0.45 hours/million states
13823000	-4481.1525  	-202.1571   	-4278.9954  	31.2153     	3.61881E-3  	0.45 hours/million states
